,train_size,train_acc,train_f1,test_acc,test_f1
0,350,0.9885714285714287,0.9899047619047622,0.7403988183161004,0.7442983861590214
1,351,0.9916666666666667,0.9927777777777778,0.705317577548006,0.7100620639371074
2,352,0.986111111111111,0.9836243386243388,0.7293205317577548,0.7344138709138501
3,353,0.9888888888888888,0.9865873015873017,0.638109305760709,0.6473596349614156
