,train_size,train_acc,train_f1,test_acc,test_f1
0,350,0.9857142857142857,0.9850793650793649,0.7123338257016248,0.7192141640169822
1,360,0.9916666666666666,0.9895502645502645,0.7175036927621861,0.722076987477171
2,369,0.9891891891891892,0.9900900900900902,0.7056868537666174,0.7172218399816229
3,379,0.9973684210526316,0.9973684210526316,0.7492614475627769,0.754147124737842
