,train_size,train_acc,train_f1,test_acc,test_f1
0,150,0.9733333333333333,0.9723728123728124,0.6148501293300198,0.5811987016908895
1,151,0.9687499999999999,0.9669097222222222,0.6440634985038292,0.6213207693806395
2,152,0.99375,0.99375,0.6377745093066897,0.5999671789660793
3,153,0.9874999999999999,0.9881583694083694,0.5749860526449257,0.5019378711215458
