,train_size,train_acc,train_f1,test_acc,test_f1
0,500,0.9839999999999999,0.9815428571428572,0.5793339150668994,0.6120141073991823
1,510,0.9823529411764708,0.9824400871459696,0.5349040139616056,0.5243081268573322
2,520,0.9807692307692306,0.9815476190476189,0.6570680628272252,0.6845749215435268
3,530,0.9792452830188677,0.9794339622641509,0.5676265270506108,0.5976695090420231
