,train_size,train_acc,train_f1,test_acc,test_f1
0,500,0.9820000000000001,0.9823873015873016,0.7006980802792321,0.7197937314732825
1,501,0.9960784313725491,0.9954248366013071,0.6332897033158813,0.6491944797119128
2,502,0.9803921568627452,0.9820261437908496,0.6587405468295521,0.6651907780114629
3,503,0.9568627450980391,0.9520074696545284,0.5410122164048866,0.5566591297136926
